"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","video-keyboard-response","306","406098","0.0-5.0-1.82","1818","[""videos/slow_high_c1_teal_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","307","407100","0.0-5.0-0.83","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","308","408678","0.0-5.0-1.83","1577","[""videos/slow_low_c4_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","309","409430","0.0-5.0-0.84","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","310","410953","0.0-5.0-1.84","1521","[""videos/fast_low_c12_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","311","411955","0.0-5.0-0.85","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","312","413405","0.0-5.0-1.85","1449","[""videos/med_low_c16_purple_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","313","414407","0.0-5.0-0.86","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","314","415882","0.0-5.0-1.86","1473","[""videos/fast_med_c13_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","315","416384","0.0-5.0-0.87","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","316","418148","0.0-5.0-1.87","1763","[""videos/med_low_c2_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","317","418649","0.0-5.0-0.88","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","318","420350","0.0-5.0-1.88","1699","[""videos/med_med_c11_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","319","420851","0.0-5.0-0.89","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","320","422567","0.0-5.0-1.89","1715","[""videos/med_low_c7_teal.mov""]","j","response","false"
"","","","","","html-keyboard-response","321","423569","0.0-5.0-0.90","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","322","425278","0.0-5.0-1.90","1708","[""videos/slow_low_c2_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","323","426030","0.0-5.0-0.91","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","324","427779","0.0-5.0-1.91","1747","[""videos/fast_high_c17_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","325","428780","0.0-5.0-0.92","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","326","430335","0.0-5.0-1.92","1554","[""videos/slow_med_c5_pink.mov""]","f","response","false"
"","","","","","html-keyboard-response","327","430837","0.0-5.0-0.93","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","328","432841","0.0-5.0-1.93","2003","[""videos/fast_low_c5_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","329","433592","0.0-5.0-0.94","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","330","435360","0.0-5.0-1.94","1766","[""videos/med_low_c8_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","331","436273","0.0-5.0-2.94-0.94","912","<p>You can take a quick break now if you need it.</p>
      <p>Press the spacebar to continue.</p>"," ","",""
"","","","","","html-keyboard-response","332","437275","0.0-5.0-0.95","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","333","438955","0.0-5.0-1.95","1678","[""videos/fast_med_c11_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","334","439956","0.0-5.0-0.96","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","335","441438","0.0-5.0-1.96","1481","[""videos/fast_high_c17_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","336","441940","0.0-5.0-0.97","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","337","443329","0.0-5.0-1.97","1388","[""videos/fast_high_c13_tan.mov""]","j","response","false"
"","","","","","html-keyboard-response","338","443830","0.0-5.0-0.98","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","339","445444","0.0-5.0-1.98","1613","[""videos/fast_high_c10_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","340","445946","0.0-5.0-0.99","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","341","447548","0.0-5.0-1.99","1600","[""videos/slow_high_c13_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","342","448050","0.0-5.0-0.100","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","343","449434","0.0-5.0-1.100","1382","[""videos/fast_low_c5_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","344","450186","0.0-5.0-0.101","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","345","451654","0.0-5.0-1.101","1467","[""videos/slow_high_c13_pink.mov""]","j","response","false"
"","","","","","html-keyboard-response","346","452657","0.0-5.0-0.102","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","347","454270","0.0-5.0-1.102","1612","[""videos/fast_low_c17_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","348","455272","0.0-5.0-0.103","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","349","457353","0.0-5.0-1.103","2080","[""videos/slow_med_c3_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","350","458105","0.0-5.0-0.104","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","351","459556","0.0-5.0-1.104","1450","[""videos/fast_low_c15_pink_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","352","460559","0.0-5.0-0.105","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","353","462030","0.0-5.0-1.105","1470","[""videos/slow_low_c3_teal_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","354","463032","0.0-5.0-0.106","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","355","464715","0.0-5.0-1.106","1682","[""videos/med_low_c12_pink.mov""]","f","response","false"
"","","","","","html-keyboard-response","356","465718","0.0-5.0-0.107","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","357","467213","0.0-5.0-1.107","1494","[""videos/med_low_c10_purple.mov""]","f","response","false"
"","","","","","html-keyboard-response","358","467965","0.0-5.0-0.108","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
