"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","test_trial"
"","","","","","html-keyboard-response","250","446189","0.0-5.0-0.115","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","251","447663","0.0-5.0-1.115","1472","[""videos/slow_high_c1_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","252","448415","0.0-5.0-0.116","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","253","449909","0.0-5.0-1.116","1493","[""videos/fast_med_c16_purple_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","254","450660","0.0-5.0-0.117","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","255","452491","0.0-5.0-1.117","1829","[""videos/fast_low_c14_teal.mov""]","j","response","false"
"","","","","","html-keyboard-response","256","453243","0.0-5.0-0.118","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","257","454835","0.0-5.0-1.118","1591","[""videos/med_high_c5_teal.mov""]","f","response","false"
"","","","","","html-keyboard-response","258","455588","0.0-5.0-0.119","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","259","457404","0.0-5.0-1.119","1815","[""videos/fast_low_c14_tan_mirror.mov""]","f","response","false"
"","","","","","html-keyboard-response","260","458156","0.0-5.0-0.120","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","261","459892","0.0-5.0-1.120","1735","[""videos/slow_low_c12_pink_mirror.mov""]","j","response","false"
"","","","","","html-keyboard-response","262","460393","0.0-5.0-0.121","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","263","461897","0.0-5.0-1.121","1502","[""videos/fast_low_c12_tan.mov""]","f","response","false"
"","","","","","html-keyboard-response","264","462649","0.0-5.0-0.122","null","<div style=""font-size:60px;"">+</div>","null","fixation",""
"","","","","","video-keyboard-response","265","464357","0.0-5.0-1.122","1707","[""videos/med_low_c8_tan.mov""]","j","response","false"
